round,file,fitness,instructions
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.0,19
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.0,12
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.0,31
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.0,9
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.0,1
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.0,38
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.0,22
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.0,0
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.0,3
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.85,36
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,20
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.5,39
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.0,12
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.0,25
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.0,7
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.0,11
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.0,7
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.0,47
4,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36
