round,file,fitness,instructions,normalized_fitness
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.0,55,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.0,3,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18,0.0689655172413793
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.0,32,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.0,25,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.0,15,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18,0.1206896551724137
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.0,4,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.0,35,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.0,9,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.0,26,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51,0.1896551724137931
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.0,5,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.0,54,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.0,8,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.0,13,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.0,72,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.0,36,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5,0.0689655172413793
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.0,8,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.0,30,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.0,19,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.0,26,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.0,4,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.0,6,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.0,8,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,6,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.0,47,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.0,12,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.0,0,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19,0.1206896551724137
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.0,12,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.0,1,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.0,37,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.0,6,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.0,16,0.0
1,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.0,24,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.0,9,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.0,4,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17,0.0253485424588086
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.0,10,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80,0.0633713561470215
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_15.S,0.0,5,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_16.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_17.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.0,22,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.0,38,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.01,103,0.0012674271229404
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.0,19,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.0,36,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.0,94,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.0,17,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.0,38,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,29,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170,0.108998732572877
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.0,9,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.0,12,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.0,2,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.0,15,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.0,1,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.0,29,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36,0.0887198986058301
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_39.S,0.0,3,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_4.S,0.0,49,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.0,2,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.0,13,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_42.S,0.0,11,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_43.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.35,12,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.0,25,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.0,17,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_47.S,0.0,16,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.0,78,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_49.S,0.0,3,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_5.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_50.S,0.0,1,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.0,20,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_52.S,0.01,111,0.0012674271229404
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_53.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_54.S,0.0,64,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.5,82,0.0633713561470215
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.0,11,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18,0.0253485424588086
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.86,112,0.108998732572877
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.0,28,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.0,1,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.0,7,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.0,69,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.0,65,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.0,17,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51,0.0697084917617237
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.0,10,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.35,12,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.0,10,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.0,11,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.0,39,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5,0.0253485424588086
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.0,24,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.0,8,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.0,19,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.0,21,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.0,16,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.0,29,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.0,3,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,27,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.0,6,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.0,8,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.0,18,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.0,19,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.0,8,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.0,0,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19,0.044359949302915
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15,0.1077313054499366
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.0,10,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.0,13,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.0,4,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_98.S,0.0,17,0.0
2,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_99.S,0.0,11,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_0.S,0.0,2,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_1.S,0.0,39,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_10.S,0.0,59,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_11.S,0.35,14,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_12.S,0.2,17,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_13.S,0.0,3,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_14.S,0.5,80,0.0468603561387066
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_15.S,0.2,13,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_16.S,0.0,12,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_17.S,0.0,4,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_18.S,0.0,13,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_19.S,0.35,12,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_2.S,0.0,13,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_20.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_21.S,0.0,19,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_22.S,0.0,20,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_23.S,0.0,2,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_24.S,0.35,13,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_25.S,0.0,6,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_26.S,0.0,28,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_27.S,0.0,26,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_28.S,0.85,36,0.0796626054358013
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_29.S,0.0,6,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_3.S,0.86,170,0.0805998125585754
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_30.S,0.5,39,0.0468603561387066
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_31.S,0.0,63,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_32.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_33.S,0.0,16,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_34.S,0.0,4,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_35.S,0.0,52,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_36.S,0.0,12,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_37.S,0.7,36,0.0656044985941893
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_38.S,0.0,68,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_39.S,0.0,2,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_4.S,0.0,16,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_40.S,0.0,11,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_41.S,0.0,32,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_42.S,0.0,8,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_43.S,0.0,30,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_44.S,0.0,7,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_45.S,0.0,11,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_46.S,0.0,8,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_47.S,0.0,16,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_48.S,0.0,15,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_49.S,0.0,60,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_5.S,0.85,21,0.0796626054358013
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_50.S,0.2,13,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_51.S,0.0,2,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_52.S,0.2,36,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_53.S,0.0,25,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_54.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_55.S,0.5,82,0.0468603561387066
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_56.S,0.0,13,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_57.S,0.0,17,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_58.S,0.2,18,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_59.S,0.86,112,0.0805998125585754
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_6.S,0.0,41,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_60.S,0.0,15,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_61.S,0.0,41,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_62.S,0.35,18,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_63.S,0.0,10,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_64.S,0.0,10,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_65.S,0.0,26,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_66.S,0.0,58,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_67.S,0.55,51,0.0515463917525773
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_68.S,0.0,17,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_69.S,0.0,4,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_7.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_70.S,0.0,17,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_71.S,0.0,3,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_72.S,0.0,9,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_73.S,0.0,11,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_74.S,0.0,9,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_75.S,0.2,5,0.0187441424554826
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_76.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_77.S,0.0,8,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_78.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_79.S,0.0,10,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_8.S,0.0,3,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_80.S,0.35,22,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_81.S,0.0,9,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_82.S,0.0,2,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_83.S,0.35,21,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_84.S,0.0,1,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_85.S,0.0,0,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_86.S,0.0,28,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_87.S,0.0,9,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_88.S,0.0,20,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_89.S,0.0,69,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_9.S,0.0,9,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_90.S,0.0,32,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_91.S,0.0,4,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_92.S,0.0,16,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_93.S,0.35,19,0.0328022492970946
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_94.S,0.85,15,0.0796626054358013
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_95.S,0.0,10,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_96.S,0.0,1,0.0
3,/home/mda/study/hse/myfuzz/cov_metrics/vectors/input_97.S,0.0,36,0.0
